date,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
2021-03-22,54529,649,35,10294,29891745,542667,30894,2185807
2021-03-23,56798,892,88,8740,29948543,543559,30982,2194547
2021-03-24,79852,1590,81,8142,30028395,545149,31063,2202690
2021-03-25,69283,1273,62,8069,30097678,546422,31125,2210759
2021-03-26,74648,1262,66,8423,30172326,547684,31191,2219182
2021-03-27,60786,774,75,4787,30233112,548458,31266,2223969
2021-03-28,44563,495,70,3658,30277675,548953,31336,2227628
2021-03-29,70770,679,86,8876,30348445,549632,31422,2236503
2021-03-30,61764,943,90,9814,30410209,550575,31512,2246318
2021-03-31,68199,1136,104,9349,30478408,551711,31616,2255667
2021-04-01,77168,961,83,8312,30555576,552672,31699,2263979
2021-04-02,68674,951,89,7521,30624250,553623,31788,2271500
2021-04-03,64056,756,50,4274,30688306,554379,31838,2275774
2021-04-04,36822,275,87,2833,30725128,554654,31925,2278608
2021-04-05,76262,532,103,10466,30801390,555186,32028,2289074
2021-04-06,62089,912,109,9374,30863479,556098,32137,2298449
2021-04-07,73261,2575,61,8961,30936740,558673,32198,2307410
2021-04-08,80456,1003,59,8154,31017196,559676,32257,2315564
2021-04-09,81548,945,71,7481,31098744,560621,32328,2323045
2021-04-10,64724,702,64,4458,31163468,561323,32392,2327503
2021-04-11,48039,307,76,3586,31211507,561630,32468,2331089
2021-04-12,71564,462,32,10405,31283071,562092,32500,2341495
2021-04-13,77607,983,127,9496,31360678,563075,32627,2350991
2021-04-14,75668,938,68,8540,31436346,564013,32695,2359531
2021-04-15,73715,895,102,8268,31510061,564908,32797,2367800
2021-04-16,78374,937,46,7417,31588435,565845,32843,2375217
2021-04-17,53894,673,79,4233,31642329,566518,32922,2379450
2021-04-18,41531,360,69,3481,31683860,566878,32991,2382931
2021-04-19,69739,485,65,9731,31753599,567363,33056,2392661
2021-04-20,61205,835,136,9331,31814804,568198,33192,2401992
2021-04-21,62537,845,63,8223,31877341,569043,33255,2410216
2021-04-22,66227,911,49,8021,31943568,569954,33304,2418237
2021-04-23,63753,872,70,7460,32007321,570826,33374,2425697
2021-04-24,50649,724,68,3621,32057970,571550,33442,2429319
2021-04-25,33577,285,29,3421,32091547,571835,33471,2432740
2021-04-26,46962,472,95,9419,32138509,572307,33566,2442159
2021-04-27,51981,718,75,8448,32190490,573025,33641,2450608
2021-04-28,54768,931,51,7763,32245258,573956,33692,2458371
2021-04-29,57699,874,68,7727,32302957,574830,33760,2466098
2021-04-30,58318,860,0,6507,32361192,575690,0,2472605
2021-05-01,44988,715,80,4128,32406180,576405,33840,2476734
2021-05-02,29560,319,48,3031,32435740,576724,33888,2479765
2021-05-03,49783,460,62,9148,32485523,577184,33950,2488914
2021-05-04,41034,909,38,7979,32526557,578093,33988,2496893
2021-05-05,44620,775,66,7726,32571177,578868,34054,2504620
2021-05-06,47764,832,35,7393,32618941,579700,34089,2512013
2021-05-07,47401,812,41,6266,32666342,580512,34130,2518279
2021-05-08,33782,599,29,3531,32700124,581111,34159,2521810
2021-05-09,22271,248,58,2241,32722395,581359,34217,2524051
2021-05-10,36440,366,25,8106,32758835,581725,34242,2532158
2021-05-11,34055,689,42,6709,32792890,582414,34284,2538867
2021-05-12,35512,850,27,6837,32828402,583264,34311,2545704
2021-05-13,38422,781,25,6050,32866824,584045,34336,2551754
2021-05-14,41029,730,21,5358,32907853,584775,34357,2557112
2021-05-15,28968,559,19,3083,32936821,585334,34376,2560195
2021-05-16,16738,292,27,2421,32953559,585626,34403,2562617
2021-05-17,29109,374,25,7089,32982668,586000,34428,2569706
2021-05-18,27896,863,13,6138,33010564,586863,34441,2575845
2021-05-19,28127,677,21,6369,33038691,587540,34462,2582214
2021-05-20,29640,655,20,5875,33068331,588195,34482,2588089
2021-05-21,28977,694,26,7825,33097308,588889,34508,2595915
2021-05-22,18297,475,28,2474,33115605,589364,34536,2598389
2021-05-23,14124,192,20,2397,33129729,589556,34556,2600786
2021-05-24,25627,417,22,6403,33155356,589973,34578,2607189
2021-05-25,22805,700,17,5726,33178161,590673,34595,2612915
2021-05-26,23390,967,11,5268,33201551,591640,34606,2618184
2021-05-27,27777,1342,0,5184,33229328,592982,34606,2623368
2021-05-28,22012,760,43,3880,33251340,593742,34649,2627248
2021-05-29,11535,340,0,2177,33262859,594082,0,2629426
2021-05-30,6352,132,-836,2344,33269227,594214,33813,2631770
2021-05-31,6707,153,870,3592,33275934,594367,34683,2635362
2021-06-01,22389,507,8,6185,33298323,594874,34691,2641547
2021-06-02,16917,591,31,5241,33315240,595465,34722,2646788
2021-06-03,19468,615,11,4983,33334708,596080,34733,2651771
2021-06-04,-24027,134,22,4191,33310681,596214,34755,2655962
2021-06-05,10462,373,0,2359,33321115,596587,0,2658321
2021-06-06,6147,253,0,2125,33327262,596840,0,2660446
2021-06-07,19389,336,35,5482,33346679,597176,34790,2665928
2021-06-08,14225,377,23,4696,33360904,597553,34813,2670624
2021-06-09,20632,573,8,4474,33381536,598126,34821,2675099
2021-06-10,15805,460,8,3980,33397341,598586,34829,2679079
2021-06-11,16795,513,14,3692,33414136,599099,34843,2682772
2021-06-12,8299,170,0,2043,33422414,599269,0,2684815
2021-06-13,6788,97,0,1875,33429202,599366,0,2686690
2021-06-14,15068,210,49,3588,33444291,599576,34892,2690278
2021-06-15,11864,454,3,2545,33456155,600030,34895,2692823
2021-06-16,14460,424,5,3614,33470615,600454,34900,2696437
2021-06-17,12202,290,4,3946,33482817,600744,34904,2700383
2021-06-18,12627,470,5,3543,33495444,601214,34909,2703926
2021-06-19,7613,167,0,2188,33503052,601381,0,2706114
2021-06-20,4072,91,0,1957,33507124,601472,0,2708071
2021-06-21,15805,289,14,4761,33522934,601761,34923,2712833
2021-06-22,12804,425,0,3922,33535738,602186,34923,2716755
2021-06-23,13999,396,11,3680,33549737,602582,34934,2720436
2021-06-24,14726,357,0,4216,33564463,602939,34934,2724652
2021-06-25,14956,458,1,3972,33579419,603397,34935,2728625
2021-06-26,6827,125,0,2252,33586236,603522,0,2730877
2021-06-27,4098,97,0,2330,33590334,603619,0,2733208
2021-06-28,15499,161,15,4945,33605843,603780,34950,2738152
2021-06-29,15773,380,4,4149,33621616,604160,34954,2742302
2021-06-30,15956,322,0,3686,33637572,604482,34954,2745988
2021-07-01,65020,247,2,4299,33702592,604729,34956,2750288
2021-07-02,14955,266,5,3525,33717547,604995,34961,2753813
2021-07-03,4035,88,0,2337,33726961,605083,0,2756150
2021-07-04,2944,37,0,1414,33729905,605120,0,2757564
2021-07-05,10030,41,24,3741,33734556,605161,34985,2761305
2021-07-06,27105,318,0,4643,33761661,605479,34985,2765948
2021-07-07,30101,323,0,3983,33791762,605802,34985,2769932
2021-07-08,49316,368,0,4909,33841078,606170,34985,2774841
2021-07-09,35307,409,0,3953,33876385,606579,34985,2778794
2021-07-10,7834,93,0,2261,33884148,606672,0,2781055
2021-07-11,5536,32,0,1988,33889684,606704,0,2783042
2021-07-12,35247,273,0,4956,33925002,606977,34985,2787998
2021-07-13,43187,432,0,4587,33968189,607409,34985,2792585
2021-07-14,37910,392,0,4225,34006099,607801,34985,2796811
2021-07-15,36150,341,0,5280,34042249,608142,34985,2802091
2021-07-16,52229,358,0,4749,34094478,608500,34985,2806840
2021-07-17,12607,84,0,2582,34106944,608584,0,2809422
2021-07-18,9102,39,0,2841,34116046,608623,0,2812263
2021-07-19,58835,232,0,6593,34175022,608855,34985,2818857
2021-07-20,62338,304,0,5760,34237360,609159,34985,2824617
2021-07-21,59565,401,0,6319,34296925,609560,34985,2830937
2021-07-22,65704,366,0,5992,34362629,609926,34985,2836929
2021-07-23,83032,442,0,5625,34445661,610368,34985,2842555
2021-07-24,21739,102,0,3244,34467213,610470,0,2845799
2021-07-25,13950,51,0,2966,34481163,610521,0,2848766
2021-07-26,92547,274,0,8278,34573897,610795,34985,2857044
2021-07-27,107177,487,0,6320,34681074,611282,34985,2863364
2021-07-28,84719,497,0,6628,34765793,611779,34985,2869992
2021-07-29,98571,404,0,6924,34864364,612183,34985,2876917
2021-07-30,122551,542,0,6554,34986915,612725,34985,2883471
2021-07-31,29984,144,0,4478,35016579,612869,0,2887949
2021-08-01,23082,66,0,3751,35039661,612935,0,2891701
2021-08-02,135437,461,0,9183,35175418,613396,34985,2900884
2021-08-03,150355,671,0,8234,35325773,614067,34985,2909118
2021-08-04,112477,730,0,7754,35438250,614797,34985,2916872
2021-08-05,126943,573,0,7888,35565193,615370,34985,2924760
2021-08-06,168702,854,0,7252,35733895,616224,34985,2932012
2021-08-07,42412,207,0,4084,35775821,616431,0,2936097
2021-08-08,36245,133,0,4082,35812066,616564,0,2940179
2021-08-09,177668,721,0,9437,35990220,617285,34985,2949617
2021-08-10,162214,1053,0,9175,36152434,618338,34985,2958792
2021-08-11,155771,339,0,9196,36308205,618677,34985,2967988
2021-08-12,138597,1023,0,9805,36446802,619700,34985,2977794
2021-08-13,187872,1092,0,8239,36634674,620792,34985,2986033
2021-08-14,50162,244,0,4924,36684260,621036,0,2990957
2021-08-15,44079,181,0,5293,36728339,621217,0,2996250
2021-08-16,258236,1022,0,12349,36987151,622239,34985,3008599
2021-08-17,144773,994,0,11180,37131924,623233,34985,3019779
2021-08-18,164826,1123,0,10746,37296750,624356,34985,3030526
2021-08-19,159343,1733,0,11978,37456093,626089,34985,3042504
2021-08-20,199999,1539,0,9756,37656092,627628,34985,3052261
2021-08-21,79620,473,0,5536,37735156,628101,0,3057797
2021-08-22,40768,190,0,5114,37775924,628291,0,3062911
2021-08-23,265094,1369,0,13158,38041574,629660,34985,3076069
2021-08-24,150319,1404,0,12394,38191893,631064,34985,3088463
2021-08-25,171192,1451,0,12003,38363085,632515,34985,3100466
2021-08-26,187613,2219,0,13401,38550698,634734,34985,3113867
2021-08-27,196421,1777,0,11146,38747119,636511,34985,3125013
2021-08-28,85471,566,0,6494,38831893,637077,0,3131507
2021-08-29,42404,282,0,6617,38874297,637359,0,3138124
2021-08-30,279173,1734,0,15121,39154167,639093,34985,3153246
2021-08-31,160430,1438,0,14771,39314597,640531,34985,3168017
2021-09-01,211101,1929,0,14081,39525698,642460,34985,3182098
2021-09-02,175619,2945,0,14694,39701317,645405,34985,3196792
2021-09-03,192091,1985,0,10824,39893408,647390,34985,3207616
2021-09-04,66477,530,0,5688,39959234,647920,0,3213304
2021-09-05,44596,382,0,5852,40003830,648302,0,3219156
2021-09-06,77509,524,0,8994,40081990,648826,34985,3228150
2021-09-07,299186,2240,0,15577,40381176,651066,34985,3243728
2021-09-08,184318,2208,0,15145,40565494,653274,34985,3258873
2021-09-09,170620,3234,0,14763,40736114,656508,34985,3273636
2021-09-10,177092,2422,0,12743,40913206,658930,34985,3286379
2021-09-11,74219,699,0,6121,40986620,659629,0,3292500
2021-09-12,39744,304,0,6054,41026364,659933,0,3298554
2021-09-13,283701,1739,0,14377,41310870,661672,34985,3312931
2021-09-14,152939,2660,0,13282,41463809,664332,34985,3326213
2021-09-15,170396,2583,0,14799,41634205,666915,34985,3341012
2021-09-16,154764,3437,0,14264,41788969,670352,34985,3355276
2021-09-17,167434,2586,0,13544,41956403,672938,34985,3368820
2021-09-18,68697,829,0,6369,42024388,673767,0,3375189
2021-09-19,40468,306,0,5511,42064856,674073,0,3380700
2021-09-20,206168,2261,0,15059,42271736,676334,34985,3395760
2021-09-21,130324,2366,0,13018,42402060,678700,34985,3408778
2021-09-22,93919,2801,0,14062,42495979,681501,34985,3422840
2021-09-23,182203,3153,-10000,12258,42678182,684654,24985,3435099
2021-09-24,139651,2724,10000,10784,42817833,687378,34985,3445883
2021-09-25,52655,635,0,4814,42869921,688013,0,3450698
2021-09-26,35802,311,0,5645,42905723,688324,0,3456343
2021-09-27,190910,2369,0,13121,43097200,690693,34985,3469463
2021-09-28,113596,2312,0,9923,43210796,693005,34985,3479386
2021-09-29,129004,2519,0,10234,43339800,695524,34985,3489621
2021-09-30,116068,2744,0,11331,43455868,698268,34985,3500952
2021-10-01,126075,2455,0,10859,43581943,700723,34985,3511811
2021-10-02,44785,638,0,5060,43626268,701361,0,3516871
2021-10-03,26226,256,0,5482,43652494,701617,0,3522353
2021-10-04,170820,2044,0,14726,43823774,703661,34985,3537079
2021-10-05,98795,2034,0,13122,43922569,705695,34985,3550201
2021-10-06,125982,2533,0,12367,44048551,708228,34985,3562568
2021-10-07,105434,2454,0,11086,44153985,710682,34985,3573654
2021-10-08,113353,2437,0,9979,44267338,713119,34985,3583634
2021-10-09,38101,525,0,4764,44305003,713644,0,3588398
2021-10-10,23863,492,0,4954,44328866,714136,0,3593352
2021-10-11,121184,1165,0,12612,44450486,715301,34985,3605965
2021-10-12,112099,2516,0,12628,44562585,717817,34985,3618593
2021-10-13,106540,2253,0,13330,44669125,720070,34985,3631923
2021-10-14,88954,2051,0,10477,44758079,722121,34985,3642400
2021-10-15,98549,2164,0,9312,44856628,724285,34985,3651712
2021-10-16,34284,388,0,4342,44890583,724673,0,3656054
2021-10-17,23032,188,0,4769,44913615,724861,0,3660823
2021-10-18,121855,1886,0,12968,45035799,726747,34985,3673791
2021-10-19,81795,2079,0,11285,45117594,728826,34985,3685077
2021-10-20,86890,2999,0,12455,45204484,731825,34985,3697532
2021-10-21,81848,1885,0,10095,45286332,733710,34985,3707628
2021-10-22,87091,2136,0,8434,45373423,735846,34985,3716062
2021-10-23,30574,438,0,4350,45403706,736284,0,3720412
2021-10-24,17406,153,0,4767,45421112,736437,0,3725180
2021-10-25,104239,1416,0,12743,45525642,737853,34985,3737922
2021-10-26,87416,1728,0,10720,45613058,739581,34985,3748643
2021-10-27,94903,2019,0,10776,45707961,741600,34985,3759419
2021-10-28,86174,1782,0,8763,45794135,743382,34985,3768182
2021-10-29,88735,2014,0,8809,45882870,745396,34985,3776991
2021-10-30,29838,327,0,3626,45912478,745723,0,3780617
2021-10-31,19179,159,0,3497,45931657,745882,0,3784115
2021-11-01,123267,1152,0,11588,46055154,747034,34985,3795703
2021-11-02,77289,1514,0,10947,46132443,748548,34985,3806650
2021-11-03,84854,1885,0,10300,46217297,750433,34985,3816950
2021-11-04,83236,1121,0,9691,46300533,751554,34985,3826641
2021-11-05,91789,2329,0,7900,46392322,753883,34985,3834542
2021-11-06,32263,388,0,4140,46424334,754271,0,3838682
2021-11-07,22324,134,0,4241,46446658,754405,0,3842923
2021-11-08,125130,1172,0,10864,46572039,755577,34985,3853787
2021-11-09,83329,1691,0,9740,46655368,757268,34985,3863527
2021-11-10,99003,1632,0,9102,46754306,758900,0,3872630
2021-11-11,65224,725,0,6430,46819530,759625,0,3879060
2021-11-12,128768,2070,0,7749,46948298,761695,0,3886809
2021-11-13,61813,452,0,3589,47010111,762147,0,3890398
2021-11-14,24305,149,0,3780,47034204,762296,34985,3894178
2021-11-15,147631,1191,0,10827,47181835,763487,34985,3905005
2021-11-16,90857,1442,0,9554,47272692,764929,34985,3914559
2021-11-17,114393,1620,0,8324,47387085,766549,34985,3922883
2021-11-18,110339,3222,0,8395,47497424,769771,34985,3931278
2021-11-19,119587,1993,0,7152,47617011,771764,34985,3938430
2021-11-20,41237,322,0,3129,47657929,772086,0,3941559
2021-11-21,31478,126,0,3087,47689407,772212,0,3944646
2021-11-22,158085,1234,0,10678,47847811,773446,34985,3955324
2021-11-23,93128,1474,0,8298,47940939,774920,34985,3963623
2021-11-24,120372,1634,0,7581,48061311,776554,34985,3971204
2021-11-25,31014,375,0,2372,48092325,776929,34985,3973577
2021-11-26,51007,543,0,3895,48143332,777472,34985,3977471
2021-11-27,24954,192,0,3440,48168286,777664,34985,3980911
2021-11-28,24056,124,0,3331,48192342,777788,34985,3984243
2021-11-29,215531,1875,0,10034,48407873,779663,34985,3994277
2021-11-30,109832,1555,0,8615,48517705,781218,34985,4002892
2021-12-01,139401,1969,0,7412,48657106,783187,34985,4010305
2021-12-02,138902,1355,0,8060,48796008,784542,34985,4018365
2021-12-03,153568,2152,0,6713,48949576,786694,34985,4025079
2021-12-04,57961,493,0,2996,49006971,787187,0,4028075
2021-12-05,34680,164,0,4111,49041651,787351,0,4032186
2021-12-06,196374,1347,0,9072,49238591,788698,34985,4041258
2021-12-07,114656,1769,0,7767,49353247,790467,34985,4049025
2021-12-08,149130,1875,0,7920,49502377,792342,34985,4056945
2021-12-09,123760,1298,0,6790,49625288,793822,34985,3608967
2021-12-10,165300,2104,0,5101,49790588,795926,34985,3614068
2021-12-11,51471,416,0,2647,49841369,796342,0,3616715
2021-12-12,36414,196,0,2709,49877783,796538,0,3619424
2021-12-13,202688,1289,0,7766,50081161,797827,34985,3627190
2021-12-14,116628,1734,0,6913,50197789,799561,34985,3634103
2021-12-15,145311,2097,0,6086,50343100,801658,34985,3640189
2021-12-16,146802,1164,0,5835,50489902,802822,34985,3646024
2021-12-17,173834,2042,0,4801,50663736,804864,34985,3650825
2021-12-18,74759,475,0,2520,50734732,805339,0,3653345
2021-12-19,72627,163,0,2647,50807359,805502,0,3655992
2021-12-20,299990,1419,0,6294,51111112,806921,34985,3662286
2021-12-21,189954,2088,0,5830,51301066,809009,34985,3668116
2021-12-22,244098,2057,0,5073,51545164,811066,34985,3673189
2021-12-23,272809,3286,0,5272,51817973,814352,34985,3678461
2021-12-24,184034,1003,0,2879,51992807,815355,0,3681340
2021-12-25,58404,100,0,622,52051211,815455,0,3681962
2021-12-26,189805,81,0,2946,52241016,815536,0,3684908
2021-12-27,535815,1743,0,7136,52786031,817279,34985,3692044
2021-12-28,380733,2498,0,6847,53166764,819777,34985,3698891
2021-12-29,489474,2101,0,6215,53656238,821878,34985,3705106
2021-12-30,585863,1415,0,7090,54239860,823293,0,3712196
2021-12-31,446844,1197,0,4262,54686704,824490,0,3716458
2022-01-01,161960,273,0,1547,54848664,824763,0,3718005
2022-01-02,286868,233,0,4061,55135532,824996,0,3722066
2022-01-03,1018686,1651,0,10419,56154218,826647,34985,3732485
2022-01-04,884796,2364,0,10299,57039014,829011,34985,3742784
2022-01-05,707134,2129,0,9475,57746148,831140,34985,3752259
2022-01-06,760542,1973,0,10611,58506690,833113,34985,3762870
2022-01-07,901912,2688,0,10524,59408602,835801,34985,3773394
2022-01-08,447054,691,0,5331,59849418,836492,0,3778725
2022-01-09,316109,402,0,5071,60165527,836894,0,3783796
2022-01-10,1427763,1686,0,10735,61599528,838580,34985,3794531
2022-01-11,772241,2682,0,9564,62371769,841262,34985,3804095
2022-01-12,878920,2727,0,9706,63250689,843989,34985,3813801
2022-01-13,871941,2288,0,8936,64122630,846277,34985,3822737
2022-01-14,932773,2995,0,8964,65055403,849272,34985,3831701
2022-01-15,425291,1002,0,4082,65476858,850274,0,3835783
2022-01-16,339145,414,0,4413,65816003,850688,0,3840196
2022-01-17,713331,776,0,8123,66529334,851464,0,3848319
2022-01-18,1177726,2988,0,11026,67710896,854452,34985,3859345
2022-01-19,845037,3317,0,9554,68555933,857769,34985,3868899
2022-01-20,751358,2676,0,9211,69307291,860445,34985,3878110
2022-01-21,822744,3868,0,8518,70130035,864313,34985,3886628
2022-01-22,338877,937,0,3873,70467562,865250,0,3890501
2022-01-23,200549,571,0,4193,70668111,865821,0,3894694
2022-01-24,1028197,2163,0,10198,71697658,867984,34985,3904892
2022-01-25,513668,2978,0,7748,72211326,870962,34985,3912640
2022-01-26,681763,3890,0,7512,72893089,874852,34985,3920152
2022-01-27,533066,3094,0,6582,73426155,877946,34985,3926734
2022-01-28,551758,3878,0,6740,73977913,881824,34985,3933474
2022-01-29,243622,1307,0,2858,74221535,883131,0,3936332
2022-01-30,104696,364,0,3250,74326231,883495,0,3939582
2022-01-31,659731,2579,0,8016,74985962,886074,34985,3947598
2022-02-01,298314,3584,0,5736,75284276,889658,34985,3953334
2022-02-02,323144,3626,0,5486,75607420,893284,34985,3958820
2022-02-03,313904,3030,0,4725,75921324,896314,34985,3963545
2022-02-04,311240,3978,0,4921,76232564,900292,34985,3968466
2022-02-05,124584,869,0,2067,76356521,901161,0,3970533
2022-02-06,59040,380,0,2320,76415561,901541,0,3972853
2022-02-07,345413,2741,0,6472,76761601,904282,34985,3979325
2022-02-08,196420,3364,0,5033,76958021,907646,34985,3984358
2022-02-09,224914,3553,0,4131,77182935,911199,34985,3988489
2022-02-10,174234,3261,0,3567,77357169,914460,34985,3992056
2022-02-11,169141,2810,-900,2945,77526310,917270,34085,3995001
2022-02-12,64467,762,0,1122,77590302,918032,0,3996123
2022-02-13,34805,475,0,1341,77625107,918507,0,3997464
2022-02-14,205260,2591,900,4178,77830842,921098,34985,4001642
2022-02-15,116048,2853,0,3885,77946890,923951,34985,4005527
2022-02-16,140116,3280,0,3163,78087006,927231,34985,4008690
2022-02-17,104387,3189,315000,3180,78191393,930420,349985,4011870
2022-02-18,109313,2493,-315000,2893,78300706,932913,34985,4014763
2022-02-19,46564,694,0,1277,78346901,933607,0,4016040
2022-02-20,26373,414,0,1589,78373274,934021,0,4017629
2022-02-21,56018,761,0,2420,78429292,934782,0,4020049
2022-02-22,123050,2728,0,3450,78552711,937510,34985,4023499
2022-02-23,83194,3004,0,2922,78635905,940514,34985,4026421
2022-02-24,73866,2910,0,2653,78709771,943424,34985,4029074
2022-02-25,85599,2814,0,2142,78795370,946238,34985,4031216
2022-02-26,25453,566,0,862,78820585,946804,0,4032078
2022-02-27,9206,197,0,1225,78829791,947001,0,4033303
2022-02-28,107118,1973,0,3933,78937147,948974,34985,4037236
2022-03-01,43912,1933,0,3199,78981000,950907,0,4040435
2022-03-02,57920,2322,0,2826,79038920,953229,0,4043261
2022-03-03,52033,1883,0,2680,79090953,955112,0,4045941
2022-03-04,49144,1892,0,1903,79140097,957004,0,4047844
2022-03-05,16716,308,0,1324,79156813,957312,0,4049168
2022-03-06,6879,212,0,1491,79163692,957524,0,4050659
2022-03-07,62762,1686,0,3092,79226454,959210,0,4053751
2022-03-08,35163,1575,0,2608,79261617,960785,0,4056359
2022-03-09,46589,1804,0,2247,79308206,962589,0,4058606
2022-03-10,38436,1559,0,2145,79346642,964148,0,4060751
2022-03-11,43966,1684,0,1927,79390608,965832,0,4062678
2022-03-12,11088,472,0,980,79401696,966304,0,4063658
2022-03-13,6467,143,0,1238,79408163,966447,0,4064896
2022-03-14,48770,-2434,0,2939,79456933,964013,0,4067835
2022-03-15,48622,1523,0,2347,79505555,965536,0,4070182
2022-03-16,39158,2032,0,2234,79544713,967568,0,4072416
2022-03-17,36266,1211,0,2232,79580979,968779,0,4074648
2022-03-18,36136,1045,0,1918,79617115,969824,0,4076566
2022-03-19,12234,332,0,1096,79629349,970156,0,4077662
2022-03-20,7927,83,0,1397,79637276,970239,0,4079059
2022-03-21,46026,927,0,3144,79683302,971166,0,4082203
2022-03-22,25977,1030,0,2595,79709279,972196,0,4084798
2022-03-23,46746,1335,0,2238,79756025,973531,0,4087036
2022-03-24,38057,982,0,2347,79794082,974513,0,4089383
2022-03-25,33403,832,0,1997,79827485,975345,0,4091380
2022-03-26,12199,164,0,793,79839684,975509,0,4092173
2022-03-27,7591,51,0,1044,79847275,975560,0,4093217
2022-03-28,42320,910,0,2629,79889595,976470,0,4095846
2022-03-29,25900,757,0,2531,79915495,977227,0,4098377
2022-03-30,44945,1202,0,2040,79960440,978429,0,4100417
2022-03-31,37964,875,0,2008,79998404,979304,0,4102425
2022-04-01,32211,646,0,1836,80030615,979950,0,4104261
2022-04-02,11564,138,0,697,80042179,980088,0,4104958
2022-04-03,5011,39,0,873,80047190,980127,0,4105831
2022-04-04,41171,625,0,1586,80088361,980752,0,4107417
2022-04-05,31138,464,0,196,80119499,981216,0,4107613
2022-04-06,48657,1119,0,0,80168156,982335,0,4107613
2022-04-07,35882,708,0,0,80204038,983043,0,4107613
2022-04-08,44311,543,0,0,80248349,983586,0,4107613
2022-04-09,13692,273,0,0,80262041,983859,0,4107613
2022-04-10,8262,27,0,0,80270303,983886,0,4107613
2022-04-11,50124,435,0,0,80320427,984321,0,4107613
2022-04-12,29286,591,0,0,80349713,984912,0,4107613
2022-04-13,52842,990,0,0,80402555,985902,0,4107613
2022-04-14,57675,617,0,0,80460230,986519,0,4107613
2022-04-15,47945,724,0,0,80508175,987243,0,4107613
2022-04-16,11108,40,0,0,80519283,987283,0,4107613
2022-04-17,11354,17,0,0,80530637,987300,0,4107613
2022-04-18,60224,318,0,1,80590861,987618,0,4107614
2022-04-19,50320,454,0,0,80641181,988072,0,4107614
2022-04-20,61628,598,0,0,80702809,988670,0,4107614
2022-04-21,59473,484,0,0,80762282,989154,0,4107614
2022-04-22,68300,490,0,0,80830582,989644,0,4107614
2022-04-23,19072,100,0,0,80849654,989744,0,4107614
2022-04-24,12503,28,0,0,80862157,989772,0,4107614
2022-04-25,74828,353,0,0,80936985,990125,0,4107614
2022-04-26,54938,306,0,0,80991923,990431,0,4107614
2022-04-27,83236,668,0,0,81075159,991099,0,4107614
2022-04-28,73772,463,0,0,81148931,991562,0,4107614
2022-04-29,82061,419,0,0,81230992,991981,0,4107614
2022-04-30,22478,90,0,0,81253470,992071,0,4107614
2022-05-01,15505,23,0,0,81268975,992094,0,4107614
2022-05-02,95953,392,0,0,81364928,992486,0,4107614
2022-05-03,69685,664,0,0,81434613,993150,0,4107614
2022-05-04,100727,1934,0,0,81535340,995084,0,4107614
2022-05-05,93665,694,0,0,81629005,995778,0,4107614
2022-05-06,95396,455,0,0,81724401,996233,0,4107614
2022-05-07,30433,96,0,0,81754834,996329,0,4107614
2022-05-08,11868,19,0,0,81766702,996348,0,4107614
2022-05-09,112976,330,0,0,81879678,996678,0,4107614
2022-05-10,94000,304,0,0,81973678,996982,0,4107614
2022-05-11,160186,551,0,0,82133864,997533,0,4107614
2022-05-12,115679,373,0,0,82249543,997906,0,4107614
2022-05-13,114730,427,0,0,82364273,998333,0,4107614
2022-05-14,25230,46,0,0,82389503,998379,0,4107614
2022-05-15,19544,27,0,0,82409047,998406,0,4107614
2022-05-16,150064,321,0,0,82559111,998727,0,4107614
2022-05-17,134395,354,0,0,82693506,999081,0,4107614
2022-05-18,167264,563,0,0,82860770,999644,0,4107614
2022-05-19,121404,406,0,0,82982174,1000050,0,4107614
2022-05-20,140273,398,0,0,83122447,1000448,0,4107614
2022-05-21,37524,115,0,0,83159971,1000563,0,4107614
2022-05-22,22132,51,0,0,83182103,1000614,0,4107614
2022-05-23,133120,249,0,0,83315223,1000863,0,4107614
2022-05-24,132875,549,0,0,83448098,1001412,0,4107614
2022-05-25,185355,804,0,0,83633453,1002216,0,4107614
2022-05-26,125006,343,0,0,83758459,1002559,0,4107614
2022-05-27,139222,602,0,0,83897681,1003161,0,4107614
2022-05-28,13980,35,0,0,83911661,1003196,0,4107614
2022-05-29,9166,8,0,0,83920827,1003204,0,4107614
2022-05-30,32343,22,0,0,83953170,1003226,0,4107614
2022-05-31,182679,382,0,0,84135849,1003608,0,4107614
2022-06-01,217463,592,0,0,84353312,1004200,0,4107614
2022-06-02,111727,372,0,0,84465039,1004572,0,4107614
2022-06-03,142560,408,0,0,84607599,1004980,0,4107614
2022-06-04,43886,194,0,0,84651485,1005174,0,4107614
2022-06-05,16618,18,0,0,84668103,1005192,0,4107614
2022-06-06,137305,321,0,0,84805408,1005513,0,4107614
2022-06-07,143248,471,0,0,84948656,1005984,0,4107614
2022-06-08,176690,1045,0,0,85125346,1007029,0,4107614
2022-06-09,117981,345,0,0,85243327,1007374,0,4107614
2022-06-10,136331,371,0,0,85379658,1007745,0,4107614
2022-06-11,35552,124,0,0,85415210,1007869,0,4107614
2022-06-12,18586,19,0,0,85433796,1007888,0,4107614
2022-06-13,125716,271,0,0,85559512,1008159,0,4107614
2022-06-14,135733,439,0,0,85695245,1008598,0,4107614
2022-06-15,170052,654,0,0,85865297,1009252,0,4107614
